country,equipment_type,destroyed,abandoned,captured,damaged,type_total,date_recorded,destroyed_diff,abandoned_diff,captured_diff,damaged_diff,type_total_diff,destroyed_diff_diff,abandoned_diff_diff,captured_diff_diff,damaged_diff_diff,type_total_diff_diff
Russia,Aircraft,69,0,0,7,76,2023-03-04,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,70,0,0,7,77,2023-03-08,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,71,0,0,8,79,2023-03-16,1,0,0,1,2,0,0,0,0,0
Russia,Aircraft,70,0,0,8,78,2023-03-26,-1,0,0,0,-1,0,0,0,0,0
Russia,Aircraft,72,0,0,8,80,2023-04-24,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,74,0,0,8,82,2023-05-14,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,75,0,0,8,83,2023-06-24,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,76,0,0,8,84,2023-07-07,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,77,0,0,8,85,2023-08-21,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,79,0,0,7,86,2023-08-31,2,0,0,-1,1,0,0,0,0,0
Russia,Aircraft,81,0,0,7,88,2023-09-01,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,81,0,0,8,89,2023-09-04,0,0,0,1,1,0,0,0,0,0
Russia,Aircraft,82,0,0,8,90,2023-09-13,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,83,0,0,8,91,2023-09-20,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,84,0,0,8,92,2023-09-29,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,85,0,0,8,93,2023-10-09,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,86,0,0,8,94,2023-11-10,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,87,0,0,8,95,2023-12-08,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,91,0,0,8,99,2024-01-09,4,0,0,0,4,0,0,0,0,0
Russia,Aircraft,92,0,0,9,101,2024-01-19,1,0,0,1,2,0,0,0,0,0
Russia,Aircraft,93,0,0,8,101,2024-01-24,1,0,0,-1,0,0,0,0,0,0
Russia,Aircraft,94,0,0,8,102,2024-01-27,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,95,0,0,8,103,2024-02-18,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,96,0,0,8,104,2024-02-21,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,97,0,0,8,105,2024-02-27,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,99,0,0,8,107,2024-04-08,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,99,0,0,9,108,2024-04-11,0,0,0,1,1,0,0,0,0,0
Russia,Aircraft,100,0,0,9,109,2024-04-21,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,101,0,0,9,110,2024-05-12,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,104,0,0,9,113,2024-05-18,3,0,0,0,3,0,0,0,0,0
Russia,Aircraft,105,0,0,9,114,2024-05-27,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,105,0,0,10,115,2024-06-09,0,0,0,1,1,0,0,0,0,0
Russia,Aircraft,106,0,0,10,116,2024-06-12,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,106,0,0,12,118,2024-06-15,0,0,0,2,2,0,0,0,0,0
Russia,Aircraft,107,0,0,12,119,2024-06-24,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,108,0,0,12,120,2024-07-24,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,109,0,0,12,121,2024-07-31,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,110,0,0,12,122,2024-08-06,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,111,0,0,12,123,2024-08-16,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,112,0,0,15,127,2024-08-25,1,0,0,3,4,0,0,0,0,0
Russia,Aircraft,113,0,0,15,128,2024-09-13,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,114,0,0,15,129,2024-10-03,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,115,0,0,15,130,2024-10-27,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,117,0,0,15,132,2024-11-02,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,117,0,0,16,133,2024-12-18,0,0,0,1,1,0,0,0,0,0
Russia,Aircraft,118,0,0,16,134,2024-12-23,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,120,0,0,16,136,2025-02-11,2,0,0,0,2,0,0,0,0,0
Russia,Aircraft,120,0,0,17,137,2025-03-24,0,0,0,1,1,0,0,0,0,0
Russia,Aircraft,121,0,0,17,138,2025-04-07,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,122,0,0,17,139,2025-04-17,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,123,0,0,17,140,2025-05-12,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,124,0,0,17,141,2025-05-18,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,137,0,0,20,157,2025-06-08,13,0,0,3,16,0,0,0,0,0
Russia,Aircraft,138,0,0,20,158,2025-06-27,1,0,0,0,1,0,0,0,0,0
Russia,Aircraft,142,0,0,20,162,2025-07-02,4,0,0,0,4,0,0,0,0,0
Russia,All Types,0,0,0,0,0,2022-02-23,0,0,0,0,0,0,0,0,0,0
Russia,All Types,769,224,587,30,1610,2022-03-19,769,224,587,30,1610,769,224,587,30,1610
Russia,All Types,959,232,698,35,1924,2022-03-26,190,8,111,5,314,-579,-216,-476,-25,-1296
Russia,All Types,959,232,698,35,1924,2022-03-27,0,0,0,0,0,-190,-8,-111,-5,-314
Russia,All Types,100,232,745,38,1115,2022-03-28,-859,0,47,3,-809,-885,0,13,1,-871
Russia,All Types,1041,235,771,38,2085,2022-03-29,941,3,26,0,970,922,3,13,-1,937
Russia,All Types,1061,233,776,41,2111,2022-03-30,20,-2,5,3,26,-17,-5,-21,3,-40
Russia,All Types,1085,234,787,41,2147,2022-03-31,24,1,11,0,36,4,3,6,-3,10
Russia,All Types,1155,233,849,41,2278,2022-04-01,70,-1,62,0,131,46,-2,51,0,95
Russia,All Types,1158,234,853,41,2286,2022-04-02,3,1,4,0,8,-67,2,-58,0,-123
Russia,All Types,1235,236,927,39,2437,2022-04-04,77,2,74,-2,151,74,1,70,-2,143
Russia,All Types,1322,238,974,38,2572,2022-04-06,87,2,47,-1,135,10,0,-27,1,-16
Russia,All Types,1351,237,982,38,2608,2022-04-07,29,-1,8,0,36,-58,-3,-39,1,-99
Russia,All Types,1358,237,983,38,2616,2022-04-08,7,0,1,0,8,-22,1,-7,0,-28
Russia,All Types,1419,236,1008,39,2702,2022-04-09,61,-1,25,1,86,54,-1,24,1,78
Russia,All Types,1443,233,1031,39,2746,2022-04-10,24,-3,23,0,44,-37,-2,-2,-1,-42
Russia,All Types,1456,234,1041,39,2770,2022-04-11,13,1,10,0,24,-11,4,-13,0,-20
Russia,All Types,1538,236,1066,44,2884,2022-04-13,82,2,25,5,114,69,1,15,5,90
Russia,All Types,1545,237,1071,44,2897,2022-04-14,7,1,5,0,13,-75,-1,-20,-5,-101
Russia,All Types,1548,237,1070,44,2899,2022-04-15,3,0,-1,0,2,-4,-1,-6,0,-11
Russia,All Types,1551,238,1084,44,2917,2022-04-16,3,1,14,0,18,0,1,15,0,16
Russia,All Types,1570,239,1107,44,2960,2022-04-17,19,1,23,0,43,16,0,9,0,25
Russia,All Types,1581,244,1121,46,2992,2022-04-18,11,5,14,2,32,-8,4,-9,2,-11
Russia,All Types,1586,244,1121,46,2997,2022-04-19,5,0,0,0,5,-6,-5,-14,-2,-27
Russia,All Types,1615,243,1138,48,3044,2022-04-20,29,-1,17,2,47,0,0,0,0,0
Russia,All Types,1635,243,1155,47,3080,2022-04-21,20,0,17,-1,36,0,0,0,0,0
Russia,All Types,1653,253,1169,51,3126,2022-04-23,18,10,14,4,46,0,0,0,0,0
Russia,All Types,1669,259,1175,52,3155,2022-04-24,16,6,6,1,29,0,0,0,0,0
Russia,All Types,1860,266,1228,63,3417,2022-05-05,191,7,53,11,262,0,0,0,0,0
Russia,All Types,1886,264,1235,65,3450,2022-05-06,26,-2,7,2,33,0,0,0,0,0
Russia,All Types,1927,272,1248,67,3514,2022-05-08,41,8,13,2,64,0,0,0,0,0
Russia,All Types,1927,272,1251,68,3518,2022-05-09,0,0,3,1,4,0,0,0,0,0
Russia,All Types,1969,273,1258,70,3570,2022-05-10,42,1,7,2,52,0,0,0,0,0
Russia,All Types,1972,273,1264,70,3579,2022-05-11,3,0,6,0,9,0,0,0,0,0
Russia,All Types,2006,273,1273,71,3623,2022-05-12,34,0,9,1,44,0,0,0,0,0
Russia,All Types,2006,273,1275,71,3625,2022-05-13,0,0,2,0,2,0,0,0,0,0
Russia,All Types,2032,281,1278,74,3665,2022-05-14,26,8,3,3,40,0,0,0,0,0
Russia,All Types,2034,283,1284,74,3675,2022-05-15,2,2,6,0,10,0,0,0,0,0
Russia,All Types,2035,288,1284,74,3681,2022-05-20,1,5,0,0,6,0,0,0,0,0
Russia,All Types,2055,290,1290,74,3709,2022-05-21,20,2,6,0,28,0,0,0,0,0
Russia,All Types,2120,292,1311,75,3798,2022-05-23,65,2,21,1,89,0,0,0,0,0
Russia,All Types,2236,294,1320,75,3925,2022-05-24,116,2,9,0,127,0,0,0,0,0
Russia,All Types,2351,295,1337,75,4058,2022-05-25,115,1,17,0,133,0,0,0,0,0
Russia,All Types,2395,307,1342,75,4119,2022-05-26,44,12,5,0,61,0,0,0,0,0
Russia,All Types,2408,317,1346,75,4146,2022-05-27,13,10,4,0,27,0,0,0,0,0
Russia,All Types,2416,317,1347,75,4155,2022-05-28,8,0,1,0,9,0,0,0,0,0
Russia,All Types,2428,316,1353,75,4172,2022-05-29,12,-1,6,0,17,0,0,0,0,0
Russia,All Types,2437,316,1355,74,4182,2022-05-30,9,0,2,-1,10,0,0,0,0,0
Russia,All Types,2441,316,1357,75,4189,2022-05-31,4,0,2,1,7,0,0,0,0,0
Russia,All Types,2446,316,1358,75,4195,2022-06-01,5,0,1,0,6,0,0,0,0,0
Russia,All Types,2455,316,1363,72,4206,2022-06-02,9,0,5,-3,11,0,0,0,0,0
Russia,All Types,2458,316,1367,72,4213,2022-06-03,3,0,4,0,7,0,0,0,0,0
Russia,All Types,2476,318,1370,73,4237,2022-06-05,18,2,3,1,24,0,0,0,0,0
Russia,All Types,2479,315,1370,74,4238,2022-06-06,3,-3,0,1,1,0,0,0,0,0
Russia,All Types,2483,316,1372,74,4245,2022-06-07,4,1,2,0,7,0,0,0,0,0
Russia,All Types,2497,316,1370,75,4258,2022-06-08,14,0,-2,1,13,0,0,0,0,0
Russia,All Types,2505,315,1370,78,4268,2022-06-09,8,-1,0,3,10,0,0,0,0,0
Russia,All Types,13359,1011,2974,805,18149,2024-09-30,10854,696,1604,727,13881,0,0,0,0,0
Russia,All Types,13404,1019,2975,805,18203,2024-10-03,45,8,1,0,54,0,0,0,0,0
Russia,All Types,13449,1020,2975,806,18250,2024-10-06,45,1,0,1,47,0,0,0,0,0
Russia,All Types,13511,1022,2976,807,18316,2024-10-09,62,2,1,1,66,0,0,0,0,0
Russia,All Types,13790,1051,2982,812,18635,2024-10-24,279,29,6,5,319,0,0,0,0,0
Russia,All Types,13864,1054,2982,813,18713,2024-10-27,74,3,0,1,78,0,0,0,0,0
Russia,All Types,13927,1054,2984,814,18779,2024-10-30,63,0,2,1,66,0,0,0,0,0
Russia,All Types,13994,1053,2984,813,18844,2024-11-02,67,-1,0,-1,65,0,0,0,0,0
Russia,All Types,14048,1056,2986,814,18904,2024-11-05,54,3,2,1,60,0,0,0,0,0
Russia,All Types,14125,1058,2986,815,18984,2024-11-11,77,2,0,1,80,0,0,0,0,0
Russia,All Types,14186,1064,2987,815,19052,2024-11-14,61,6,1,0,68,0,0,0,0,0
Russia,All Types,14241,1066,2988,815,19110,2024-11-17,55,2,1,0,58,0,0,0,0,0
Russia,All Types,14295,1069,2989,815,19168,2024-11-20,54,3,1,0,58,0,0,0,0,0
Russia,All Types,14308,1065,2992,815,19180,2024-11-23,13,-4,3,0,12,0,0,0,0,0
Russia,All Types,14367,1072,2993,815,19247,2024-11-27,59,7,1,0,67,0,0,0,0,0
Russia,All Types,14409,1080,2995,815,19299,2024-11-30,42,8,2,0,52,0,0,0,0,0
Russia,All Types,14438,1082,2996,816,19332,2024-12-03,29,2,1,1,33,0,0,0,0,0
Russia,All Types,14553,1090,2998,818,19459,2024-12-09,115,8,2,2,127,0,0,0,0,0
Russia,All Types,14582,1093,2997,818,19490,2024-12-12,29,3,-1,0,31,0,0,0,0,0
Russia,All Types,14626,1097,2994,818,19535,2024-12-16,44,4,-3,0,45,0,0,0,0,0
Russia,All Types,14681,1091,2995,820,19587,2024-12-18,55,-6,1,2,52,0,0,0,0,0
Russia,All Types,14728,1095,2999,820,19642,2024-12-23,47,4,4,0,55,0,0,0,0,0
Russia,All Types,14764,1097,3001,821,19683,2024-12-26,36,2,2,1,41,0,0,0,0,0
Russia,All Types,14771,1097,3002,820,19690,2024-12-29,7,0,1,-1,7,0,0,0,0,0
Russia,All Types,14791,1096,3004,821,19712,2024-12-31,20,-1,2,1,22,0,0,0,0,0
Russia,All Types,14882,1099,3006,821,19808,2025-01-07,91,3,2,0,96,0,0,0,0,0
Russia,All Types,14931,1102,3006,825,19864,2025-01-10,49,3,0,4,56,0,0,0,0,0
Russia,All Types,14950,1103,3006,825,19884,2025-01-13,19,1,0,0,20,0,0,0,0,0
Russia,All Types,14978,1106,3007,841,19932,2025-01-16,28,3,1,16,48,0,0,0,0,0
Russia,All Types,15039,1115,3008,842,20004,2025-01-19,61,9,1,1,72,0,0,0,0,0
Russia,All Types,15051,1113,3011,852,20027,2025-01-22,12,-2,3,10,23,0,0,0,0,0
Russia,All Types,15091,1114,3011,852,20068,2025-01-25,40,1,0,0,41,0,0,0,0,0
Russia,All Types,15168,1117,3011,852,20148,2025-01-31,77,3,0,0,80,0,0,0,0,0
Russia,All Types,15183,1116,3011,855,20165,2025-02-02,15,-1,0,3,17,0,0,0,0,0
Russia,All Types,15189,1116,3011,855,20171,2025-02-03,6,0,0,0,6,0,0,0,0,0
Russia,All Types,15282,1122,3011,855,20270,2025-02-11,93,6,0,0,99,0,0,0,0,0
Russia,All Types,15315,1124,3012,858,20309,2025-02-12,33,2,1,3,39,0,0,0,0,0
Russia,All Types,15344,1122,3013,858,20337,2025-02-16,29,-2,1,0,28,0,0,0,0,0
Russia,All Types,15386,1125,3013,858,20382,2025-02-18,42,3,0,0,45,0,0,0,0,0
Russia,All Types,15450,1126,3013,858,20447,2025-02-21,64,1,0,0,65,0,0,0,0,0
Russia,All Types,15494,1132,3014,861,20501,2025-02-23,44,6,1,3,54,0,0,0,0,0
Russia,All Types,15499,1132,3014,861,20506,2025-02-24,5,0,0,0,5,0,0,0,0,0
Russia,All Types,15542,1134,3014,861,20551,2025-02-27,43,2,0,0,45,0,0,0,0,0
Russia,All Types,15567,1134,3015,861,20577,2025-03-02,25,0,1,0,26,0,0,0,0,0
Russia,All Types,15775,1144,3020,866,20805,2025-03-20,208,10,5,5,228,0,0,0,0,0
Russia,All Types,15820,1142,3021,873,20856,2025-03-24,45,-2,1,7,51,0,0,0,0,0
Russia,All Types,15860,1143,3023,874,20900,2025-03-27,40,1,2,1,44,0,0,0,0,0
Russia,All Types,15899,1143,3024,877,20943,2025-03-30,39,0,1,3,43,0,0,0,0,0
Russia,All Types,15884,1143,3024,877,20928,2025-03-31,-15,0,0,0,-15,0,0,0,0,0
Russia,All Types,15929,1148,3026,879,20982,2025-04-02,45,5,2,2,54,0,0,0,0,0
Russia,All Types,16000,1154,3037,880,21071,2025-04-08,71,6,11,1,89,0,0,0,0,0
Russia,All Types,16053,1156,3038,881,21128,2025-04-11,53,2,1,1,57,0,0,0,0,0
Russia,All Types,16117,1158,3040,884,21199,2025-04-13,64,2,2,3,71,0,0,0,0,0
Russia,All Types,16238,1159,3042,886,21325,2025-04-17,121,1,2,2,126,0,0,0,0,0
Russia,All Types,16286,1160,3042,886,21374,2025-04-20,48,1,0,0,49,0,0,0,0,0
Russia,All Types,16586,1161,3050,892,21689,2025-05-12,300,1,8,6,315,0,0,0,0,0
Russia,All Types,16650,1163,3050,894,21757,2025-05-15,64,2,0,2,68,0,0,0,0,0
Russia,All Types,16674,1162,3050,893,21779,2025-05-18,24,-1,0,-1,22,0,0,0,0,0
Russia,All Types,16699,1163,3050,893,21805,2025-05-21,25,1,0,0,26,0,0,0,0,0
Russia,All Types,16733,1163,3055,895,21846,2025-05-23,34,0,5,2,41,0,0,0,0,0
Russia,All Types,16766,1164,3058,895,21883,2025-05-27,33,1,3,0,37,0,0,0,0,0
Russia,All Types,16840,1173,3060,895,21968,2025-05-30,74,9,2,0,85,0,0,0,0,0
Russia,All Types,16864,1178,3062,895,21999,2025-06-01,24,5,2,0,31,0,0,0,0,0
Russia,All Types,16922,1175,3068,900,22065,2025-06-08,58,-3,6,5,66,0,0,0,0,0
Russia,All Types,16947,1175,3068,900,22090,2025-06-12,25,0,0,0,25,0,0,0,0,0
Russia,All Types,17033,1176,3082,905,22196,2025-06-27,86,1,14,5,106,0,0,0,0,0
Russia,All Types,17060,1176,3084,905,22225,2025-07-01,27,0,2,0,29,0,0,0,0,0
Russia,All Types,17082,1176,3085,907,22250,2025-07-02,22,0,1,2,25,0,0,0,0,0
Russia,All Types,17102,1176,3087,908,22273,2025-07-05,20,0,2,1,23,0,0,0,0,0
Russia,All Types,17124,1176,3087,908,22295,2025-07-08,22,0,0,0,22,0,0,0,0,0
Russia,Anti-Aircraft Guns,34,0,18,1,53,2024-09-30,0,0,0,0,0,0,0,0,0,0
Russia,Anti-Aircraft Guns,35,0,18,1,54,2024-10-06,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,36,0,18,1,55,2024-10-09,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,37,0,18,1,56,2024-10-22,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,38,0,18,1,57,2024-11-14,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,39,0,18,1,58,2025-01-31,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,40,0,18,1,59,2025-02-27,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,41,0,18,1,60,2025-04-17,1,0,0,0,1,0,0,0,0,0
Russia,Anti-Aircraft Guns,43,0,18,1,62,2025-05-12,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1199,96,271,36,1602,2024-09-30,0,0,0,0,0,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1208,99,271,36,1614,2024-10-02,9,3,0,0,12,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1216,99,271,36,1622,2024-10-06,8,0,0,0,8,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1226,99,271,36,1632,2024-10-09,10,0,0,0,10,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1224,98,271,36,1629,2024-10-21,-2,-1,0,0,-3,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1269,104,271,36,1680,2024-10-22,45,6,0,0,51,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1271,105,271,36,1683,2024-10-23,2,1,0,0,3,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1274,105,271,36,1686,2024-10-24,3,0,0,0,3,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1286,105,271,36,1698,2024-10-27,12,0,0,0,12,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1302,104,271,36,1713,2024-10-30,16,-1,0,0,15,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1306,105,271,36,1718,2024-11-02,4,1,0,0,5,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1311,105,271,36,1723,2024-11-05,5,0,0,0,5,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1324,105,271,36,1736,2024-11-11,13,0,0,0,13,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1332,105,271,36,1744,2024-11-14,8,0,0,0,8,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1341,105,271,36,1753,2024-11-17,9,0,0,0,9,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1345,105,271,36,1757,2024-11-20,4,0,0,0,4,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1345,104,271,36,1756,2024-11-23,0,-1,0,0,-1,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1356,104,271,36,1767,2024-11-27,11,0,0,0,11,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1358,104,271,36,1769,2024-11-30,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1363,104,271,36,1774,2024-12-03,5,0,0,0,5,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1387,104,271,36,1798,2024-12-09,24,0,0,0,24,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1392,104,271,36,1803,2024-12-12,5,0,0,0,5,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1402,104,271,36,1813,2024-12-16,10,0,0,0,10,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1400,104,271,36,1811,2024-12-17,-2,0,0,0,-2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1407,104,271,36,1818,2024-12-18,7,0,0,0,7,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1412,104,271,36,1823,2024-12-23,5,0,0,0,5,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1413,104,271,36,1824,2024-12-26,1,0,0,0,1,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1410,104,271,35,1820,2024-12-29,-3,0,0,-1,-4,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1412,104,271,35,1822,2024-12-31,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1434,104,271,35,1844,2025-01-07,22,0,0,0,22,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1440,104,271,35,1850,2025-01-10,6,0,0,0,6,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1442,104,271,35,1852,2025-01-13,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1444,104,271,35,1854,2025-01-16,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1451,106,271,35,1863,2025-01-19,7,2,0,0,9,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1458,106,271,35,1870,2025-01-25,7,0,0,0,7,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1469,106,271,35,1881,2025-01-31,11,0,0,0,11,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1470,105,271,35,1881,2025-02-02,1,-1,0,0,0,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1472,105,271,35,1883,2025-02-03,2,0,0,0,2,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1489,104,271,35,1899,2025-02-11,17,-1,0,0,16,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1492,104,271,35,1902,2025-02-12,3,0,0,0,3,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1496,104,271,35,1906,2025-02-16,4,0,0,0,4,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1505,104,271,35,1915,2025-02-18,9,0,0,0,9,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1513,105,271,35,1924,2025-02-21,8,1,0,0,9,0,0,0,0,0
Russia,Armoured Fighting Vehicles,1519,108,271,35,1933,2025-02-23,6,3,0,0,9,0,0,0,0,0
